accuracy,f1,f1_std,auc,train_time,n_train,n_test,n_iter,dataset,model_family,model_name,imbalanced
0.7359307359307359,0.5952050437279068,0.04038549796137549,0.8003456790123457,0.3796209199994337,537,231,5,pima,nonlinear,ada_base,False
0.7272727272727272,0.5851023539647582,0.020034760898343412,0.7976296296296296,0.17075210000330115,537,231,5,pima,nonlinear,gb_base,False
0.9078197824961161,0.5375128675248471,0.04709067442529466,0.7491561992651457,0.055379939996055325,4504,1931,5,satimage,nonlinear,tree_base,True
0.9038839979285344,0.5598660910552301,0.021577136266766102,0.7806685709402961,0.4696862000011606,4504,1931,5,satimage,nonlinear,tree_adasyn,True
0.9450025893319524,0.656252405863955,0.02119342143545621,0.957731534038891,0.3342333199951099,4504,1931,5,satimage,nonlinear,rf_base,True
0.9379596064215432,0.6922977337319414,0.04058741587003623,0.9608415424616398,0.6977950000000419,4504,1931,5,satimage,nonlinear,rf_adasyn,True
0.9196271361988607,0.5105014874608257,0.04770494189732967,0.9262048192771084,0.998724019996007,4504,1931,5,satimage,nonlinear,ada_base,True
0.8216468151216987,0.4900003652235815,0.017325450514506516,0.9183091026720864,2.9994501200068044,4504,1931,5,satimage,nonlinear,ada_adasyn,True
0.938684619368203,0.6349897631989377,0.04566406491913003,0.946518597185093,6.4075000800046835,4504,1931,5,satimage,nonlinear,gb_base,True
0.8959088555152771,0.6043006385806239,0.01683977714864706,0.9444187082677213,7.767066980004893,4504,1931,5,satimage,nonlinear,gb_adasyn,True
0.9604617604617605,0.8605146565836718,0.022238523435497457,0.9163299663299664,0.012340399998356589,1617,693,5,segmentation,nonlinear,tree_base,True
0.9650793650793652,0.885603584735746,0.02520089934224612,0.956060606060606,0.08422377999813761,1617,693,5,segmentation,nonlinear,tree_adasyn,True
0.9780663780663781,0.9196090222219405,0.009208712528053805,0.9968047478148488,0.25448635999928226,1617,693,5,segmentation,nonlinear,rf_base,True
0.9734487734487735,0.9120341245533196,0.013773417122714718,0.9963252049110635,0.34022215999721084,1617,693,5,segmentation,nonlinear,rf_adasyn,True
0.9393939393939394,0.7805489694916119,0.023035871791187303,0.9806414311464817,0.46556470000068656,1617,693,5,segmentation,nonlinear,ada_base,True
0.9206349206349206,0.7781056962015878,0.02767532261846851,0.9810342482059653,0.773042160004843,1617,693,5,segmentation,nonlinear,ada_adasyn,True
0.9743145743145742,0.9063616233353076,0.011641063967237792,0.9945447743427541,0.8412011600041296,1617,693,5,segmentation,nonlinear,gb_base,True
0.9656565656565655,0.8901690622574396,0.014581402131468494,0.9950039111655273,1.561097580002388,1617,693,5,segmentation,nonlinear,gb_adasyn,True
0.7396825396825397,0.7165049580793472,0.0839935254913142,0.7380324543610547,0.003851600005873479,145,63,5,sonar,nonlinear,tree_base,False
0.8253968253968254,0.8039336843507282,0.07647334946200202,0.9260649087221096,0.21793846000218764,145,63,5,sonar,nonlinear,rf_base,False
0.8380952380952381,0.827339468095864,0.012719488271990558,0.9198782961460447,0.23825763999484478,145,63,5,sonar,nonlinear,ada_base,False
0.8222222222222222,0.8004200847577649,0.07686932539958877,0.9141987829614605,0.27620256000373045,145,63,5,sonar,nonlinear,gb_base,False
0.907391304347826,0.8837849035091774,0.0069797686585789465,0.9052537028567409,0.06971634000074119,3217,1380,5,spambase,nonlinear,tree_base,False
0.9515942028985507,0.9375730646560457,0.005379081970111009,0.9860331498029835,0.4961790000030305,3217,1380,5,spambase,nonlinear,rf_base,False
0.9381159420289856,0.9195696249402309,0.008355453749415877,0.9813262999577823,1.4849620799999683,3217,1380,5,spambase,nonlinear,ada_base,False
0.9462318840579711,0.9305698101724911,0.009377997327546317,0.9868023061497325,1.6066814999998313,3217,1380,5,spambase,nonlinear,gb_base,False
0.939769150052466,0.9372616428286646,0.005294941762676878,0.9396374222575095,0.02435303999809548,2222,953,5,splice,nonlinear,tree_base,False
0.9687303252885624,0.9677147174862123,0.006761855727585479,0.9921578227691766,0.3165813200030243,2222,953,5,splice,nonlinear,rf_base,False
0.9372507869884575,0.9353901631457703,0.008189642711708283,0.9828353403025893,0.5582593000028282,2222,953,5,splice,nonlinear,ada_base,False
0.9699895068205666,0.9692413397141395,0.005379643368409862,0.9918918442062548,1.047378699996625,2222,953,5,splice,nonlinear,gb_base,False
0.9236220472440945,0.8400706889774033,0.006928564906370014,0.8981958762886599,0.002970880002249032,592,254,5,vehicle,nonlinear,tree_base,False
0.9685039370078741,0.9342546047355487,0.036225904908160134,0.9934536082474226,0.27960213999613187,592,254,5,vehicle,nonlinear,rf_base,False
0.9637795275590552,0.923711732698225,0.023755447363056344,0.9920532646048109,0.2242487199982861,592,254,5,vehicle,nonlinear,ada_base,False
0.9622047244094489,0.9228004036480646,0.02234448235454901,0.9920962199312715,0.2790602800028864,592,254,5,vehicle,nonlinear,gb_base,False
0.9216374269005847,0.8939998154603632,0.03165470845562216,0.91415011682243,0.0050442199979443105,398,171,5,wdbc,nonlinear,tree_base,False
0.9567251461988304,0.941522265328234,0.020774160101508007,0.9916910046728973,0.2669591800018679,398,171,5,wdbc,nonlinear,rf_base,False
0.9625730994152046,0.9485319936414467,0.0232340426320569,0.9924357476635514,0.2872588599973824,398,171,5,wdbc,nonlinear,ada_base,False
0.9461988304093566,0.9262120994861431,0.013938023822108545,0.9917056074766355,0.38070166000397876,398,171,5,wdbc,nonlinear,gb_base,False
0.9222222222222222,0.8872864767601609,0.02420996218463275,0.9222222222222222,0.0012201200006529689,124,54,5,wine,nonlinear,tree_base,False
0.9888888888888889,0.9831660231660232,0.015380176940706786,0.9984567901234568,0.2386458399996627,124,54,5,wine,nonlinear,rf_base,False
0.9407407407407407,0.915168204641889,0.042844130536617585,0.9854938271604938,0.16411333999712951,124,54,5,wine,nonlinear,ada_base,False
0.937037037037037,0.9073852132675663,0.03029521099907188,0.9564814814814815,0.10204616000701208,124,54,5,wine,nonlinear,gb_base,False
0.93625,0.06215970032608402,0.007845019096767512,0.5144396551724137,0.0076548400043975565,1119,480,5,wine4,nonlinear,tree_base,True
0.88375,0.1338067050063511,0.05671184671750587,0.5898706896551724,0.027160120001644826,1119,480,5,wine4,nonlinear,tree_adasyn,True
0.9650000000000001,0.0,0.0,0.7784348060344828,0.2602593000017805,1119,480,5,wine4,nonlinear,rf_base,True
0.9375,0.13992612692303094,0.055520128272578594,0.7085802801724138,0.2684668399975635,1119,480,5,wine4,nonlinear,rf_adasyn,True
0.96125,0.0,0.0,0.6435748922413793,0.23950046000245492,1119,480,5,wine4,nonlinear,ada_base,True
0.8166666666666667,0.11953121439963547,0.02522290750649661,0.6010371767241379,0.4274128199991537,1119,480,5,wine4,nonlinear,ada_adasyn,True
0.9583333333333334,0.03333333333333333,0.07453559924999299,0.6907596982758621,0.46890636000025554,1119,480,5,wine4,nonlinear,gb_base,True
0.89875,0.10339905575653345,0.0556463468639386,0.5948275862068966,2.205046100000618,1119,480,5,wine4,nonlinear,gb_adasyn,True
0.9367713004484305,0.7111605882923796,0.06003519434592919,0.8356808718449595,0.008678979999967851,1038,446,5,yeast3,nonlinear,tree_base,True
0.9372197309417041,0.7297689141696868,0.03085823006356573,0.8645555955379634,0.047728719995939174,1038,446,5,yeast3,nonlinear,tree_adasyn,True
0.9533632286995516,0.7739110483737932,0.02769027842663059,0.9646481262530202,0.7680371800030116,1038,446,5,yeast3,nonlinear,rf_base,True
0.9466367713004484,0.7790196836721167,0.015597007305560505,0.9681180280676502,0.6859969400014961,1038,446,5,yeast3,nonlinear,rf_adasyn,True
0.9542600896860988,0.7914924252128565,0.014580606810666811,0.9750629722921914,0.645331740003894,1038,446,5,yeast3,nonlinear,ada_base,True
0.9349775784753362,0.7636509865211922,0.03739660615055716,0.9766000102811905,0.8395389199984493,1038,446,5,yeast3,nonlinear,ada_adasyn,True
0.9556053811659193,0.7950142780160598,0.013519768075108757,0.9751298000308436,0.6101494000002277,1038,446,5,yeast3,nonlinear,gb_base,True
0.9497757847533632,0.7877515161918832,0.026943307779090306,0.9732329203721791,1.2189928599982522,1038,446,5,yeast3,nonlinear,gb_adasyn,True
0.9645739910313902,0.36756474519632415,0.10923900906601064,0.6894252873563219,0.009640839998610318,1038,446,5,yeast6,nonlinear,tree_base,True
0.95695067264574,0.35135064935064936,0.1155206156912608,0.7209613375130617,0.048545579996425656,1038,446,5,yeast6,nonlinear,tree_adasyn,True
0.979372197309417,0.386764705882353,0.22921843286567928,0.8566353187042843,0.6999717599974247,1038,446,5,yeast6,nonlinear,rf_base,True
0.9686098654708519,0.436030636030636,0.10129659949964696,0.890282131661442,0.567491540001356,1038,446,5,yeast6,nonlinear,rf_adasyn,True
0.9789237668161436,0.47678253119429587,0.16012117284035388,0.9075026123301987,0.8338032600033329,1038,446,5,yeast6,nonlinear,ada_base,True
0.9300448430493274,0.34100125561526295,0.07836856071921107,0.9076698014629049,1.0758780600008322,1038,446,5,yeast6,nonlinear,ada_adasyn,True
0.9757847533632287,0.4178490790255497,0.13518891236055344,0.8874399164054336,0.5851513200002956,1038,446,5,yeast6,nonlinear,gb_base,True
0.9542600896860988,0.3914458727165656,0.038856124585026304,0.895924764890282,0.9324287800001911,1038,446,5,yeast6,nonlinear,gb_adasyn,True
